Response ID,Time Started,Date Submitted,Status,Country,City,Region,Postal,City Name,State,Grade,Other:Grade,Gender,Ethnicity,How can a company know it made a profit?,"If you take out a loan from the bank, you must:","Your company made 10 of the same bracelet. Your total expenses, including bracelet materials, were $80. To make a profit how much should each bracelet cost?",What does a venture capitalist receive in exchange for investing in a company?,Why is it important to keep careful records of all your finances?,"If a company sells shares of stock, the company is:",What is the profit equation?,Money a company earns from selling a product or service is called:,The most important goal of marketing is to:,"When developing a product, during the manufacturing stage the company needs to:","When deciding on a price for a product, what factor(s) should a company consider?",I make an effort to get along with my teammates.,I am confident speaking in front of others.,I think about the advantages and disadvantages of a choice before making a decision.,The things I learn in school will help me in the real world.,I am confident leading others.,I listen to other people's ideas while working in a group.,How I say something is just important as what I say.,I am able to motivate others.,I analyze the effects of my decisions.,I think that math is important.,I discuss my ideas with others.,I can come to a compromise with others when we disagree.,I develop different ways of solving a problem.,I take charge on work that needs to get done.,I think learning is fun.,I contribute and pitch in when working in a group.,Score,What have you learned about teamwork from school?,What have you learned about leadership from school?,What do you know about managing money?,Quiz Score
5217,10/23/2014 8:33,10/23/2014 8:47,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,5,,Male,Caucasian,It sold all its products,Just pay interest on the loan.,$8 ,Decision-making power for product design.,You will be better able to make informed financial decisions.,Receiving money with no other requirements.,Expenses + Profit = Revenue,Cash on hand.,Demonstrate why your company and its products are special.,Sell the product to your customers.,How popular the item/style might be.,4,2,2,4,2,4,4,4,2,4,4,4,2,4,4,4,,that team work helps a lot of people,no Idea,will if you own an store you will get money,0
5218,10/23/2014 8:34,10/23/2014 8:41,Complete,United States,Liberty,KY,42539,liberty,Kentucky,5,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Just pay interest on the loan.,$8 ,Shares of stock in the company and a vote in decision-making.,You can prevent your company from losing money.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Cash on hand.,Help increase sales of your product.,Promote the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",4,5,3,5,5,5,4,4,4,5,3,4,4,5,4,5,,it helps to have team work,that showing leadership is good,you have to be carful,36
5219,10/23/2014 8:33,10/23/2014 8:51,Complete,United States,Liberty,KY,42539,Libety,Kentucky,5,,Male,Caucasian,It earned the most revenue during sales,Just repay balance of the loan.,$8 ,A portion of company products and services.,You will be able to calculate your company's profits.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Profit.,Help increase sales of your product.,Decide how the product will look.,How popular the item/style might be.,4,4,5,5,5,4,4,4,3,5,5,4,4,4,5,3,,It is very useful. To work with others,It will be a great way of being a good citizen. ,Too be honest I do not recall that I think that it is important.,18
5220,10/23/2014 8:33,10/23/2014 9:01,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,5,,Female,Decline to Respond,It sold all its products,Repay the balance of the loan and interest.,$8 ,A promise to repay the loan plus interest.,You can prevent your company from losing money.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,Help increase sales of your product.,Sell the product to your customers.,The quality of the product.,5,5,5,5,5,5,5,5,5,5,4,5,4,5,3,5,,that win you werk  together enytheng can be don,that win you led you have to help and led your grop thro,that if you by wat you cant pay for you have to pay moor,18
5221,10/23/2014 9:18,10/23/2014 9:30,Complete,United States,Liberty,KY,42539,liberty,Kentucky,5,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,A portion of company products and services.,You will be able to calculate your company's profits.,Making a promise to pay back the venture capitalist.,Expenses + Profit = Revenue,Revenue.,All of the above.,Promote the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",5,4,4,5,5,5,2,4,5,5,4,4,4,5,5,5,,team work is fun and important.,leadership is a big way to help you stay out of trouble.,that one way to manage money is to put it in a bank,45
5222,10/23/2014 9:18,10/23/2014 9:33,Complete,United States,Liberty,KY,42539,liberty,Kentucky,5,,Male,Caucasian,It sold all its products,Repay the balance of the loan and interest.,$9 ,A promise to repay the loan plus interest.,You can prevent your company from losing money.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Profit.,All of the above.,Promote the product to your customers.,The quality of the product.,5,4,4,5,3,4,1,2,5,1,1,3,5,2,4,4,,I learned that teamwork is important because in a lot of jobs you have to know how to use teamwork and teamwork is important in school and other things.,I learned that you need to be a leader and take responsibility in bad situations.,I know that you can manage money by making money by doing my or your job really good and to manage money keep it in the bank that's the safest way.,36
5223,10/23/2014 9:19,10/23/2014 9:32,Complete,United States,Liberty,KY,42539,liberty,Kentucky,5,,Male,Caucasian,It sold all its products,Just repay balance of the loan.,$9 ,A promise to repay the loan plus interest.,You will know how much money you spent on expenses.,Making a promise to pay back the venture capitalist.,Rent - Interest = Profit (or Loss),Profit.,Make sure your company has the best commercial.,Promote the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",4,5,3,4,4,3,4,4,4,5,4,4,4,4,4,4,,that it is important and you learn a lot,that its important,that its a good way to make a profet,9
5224,10/23/2014 9:19,10/23/2014 9:25,Complete,United States,Liberty,KY,42539,liberty,Kentucky,5,,Male,Caucasian,It sold all its products,Just repay balance of the loan.,$4 ,Shares of stock in the company and a vote in decision-making.,You will be able to calculate your company's profits.,Receiving money with no other requirements.,Rent - Interest = Profit (or Loss),Revenue.,Make sure your company has the best commercial.,Make the product quickly and with limited waste.,How popular the item/style might be.,2,3,1,5,3,4,4,5,1,3,3,4,2,2,3,3,,it help you when you need help,yes to stay a leader,to save it,27
5225,10/23/2014 9:19,10/23/2014 9:43,Complete,United States,Liberty,KY,42539,liberty,Kentucky,5,,Male,Hispanic,It earned the most revenue during sales,Just repay balance of the loan.,$5 ,A portion of company products and services.,You will know how much money you spent on expenses.,Taking out a loan from the venture capitalist.,Expenses x Revenue = Profit,Revenue.,All of the above.,Decide how the product will look.,All of the above.,5,4,4,5,4,5,4,4,4,5,4,4,3,5,5,4,,I have learn that math is important when I grow up and being in a company it is very important of math.,to be a leader and make mistask at school .,I'm selling nothing but i'm still working on it but still have it.,27
5226,10/23/2014 9:18,10/23/2014 9:42,Complete,United States,Liberty,KY,42539,liberty,Kentucky,5,,Male,Caucasian,It didn't sell too many shares of stock to the venture capitalists,Repay the balance of the loan and interest.,$9 ,A portion of company products and services.,You will know how much money you spent on expenses.,Receiving money with no other requirements.,Revenue - Expenses = Profit (or Loss),Profit.,Make sure your company has the best commercial.,Decide how the product will look.,How popular the item/style might be.,5,5,5,5,5,5,2,5,5,5,5,5,4,4,3,4,,team work is always useful I could never go without it,I have learned a lot like do the right thing even when nobody is watching you,you need to know how much money you got in life so you can save some for collage and a house and other important things in life,27
5228,10/23/2014 9:19,10/23/2014 9:40,Complete,United States,Liberty,KY,42539,liberty KY,Kentucky,5,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,A portion of company products and services.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Revenue.,All of the above.,Decide how the product will look.,All of the above.,5,4,4,3,4,5,2,5,4,5,5,4,4,4,3,4,,its very useful I cant go wrong with teamwork.,you need to be a good leader to set an example for others to be a good leader.,you need to know how much money you have and to save some money for collage.,81
5229,10/23/2014 9:20,10/23/2014 9:30,Complete,United States,Liberty,KY,42539,liberty,Kentucky,5,,Female,Caucasian,It sold all its products,Repay the balance of the loan and interest.,$8 ,A promise to repay the loan plus interest.,All of the above.,Receiving money with no other requirements.,Expenses + Profit = Revenue,Profit.,Help increase sales of your product.,Promote the product to your customers.,How popular the item/style might be.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,that you have to work together,you have to lead yourself,nothing,18
5230,10/23/2014 9:20,10/23/2014 9:39,Complete,United States,Liberty,KY,42539,liberty,Kentucky,5,,Female,Caucasian,It sold all its products,Just pay interest on the loan.,$4 ,Shares of stock in the company and a vote in decision-making.,You will know how much money you spent on expenses.,Taking out a loan from the venture capitalist.,Expenses x Revenue = Profit,Capital.,Demonstrate why your company and its products are special.,Promote the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",5,4,4,5,4,4,5,4,4,4,4,4,5,4,4,4,,I have learned that teamwork is where more than one human being work together.,leadership is when you teach others and help others when they need it.,managing money is not very bad but it dose make it to where you could possibly lose money.,9
5231,10/23/2014 9:20,10/23/2014 9:36,Complete,United States,Liberty,KY,42539,liberty,Louisiana,5,,Female,Hispanic,It sold all its products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,You will know how much money you spent on expenses.,Receiving money with no other requirements.,Expenses + Profit = Revenue,Profit.,All of the above.,Promote the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,,Teamwork is a responsible thing it is so fun to listen to others ideas be nice to people.,I learned that leadership means responsibility and to show how the littler kids should act that means I am going to lead .,I know when I am handling money that is difficult you need to keep track and be responsible,27
5232,10/23/2014 9:20,10/23/2014 9:37,Complete,United States,Liberty,KY,42539,liberty,Kentucky,5,,Female,Hispanic,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,You will be better able to make informed financial decisions.,Taking out a loan from the venture capitalist.,Expenses x Revenue = Profit,Capital.,Demonstrate why your company and its products are special.,Sell the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",4,3,5,4,4,4,4,5,3,4,4,4,5,4,3,4,,that when you work together you could lean more than you think like friend ship.,That when you do something you could make some one happy you could do something good.,that when you put it in the bank you make alone and get things out of it .,36
5233,10/23/2014 9:23,10/23/2014 9:43,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,5,,Male,Caucasian,It sold all its products,Just repay balance of the loan.,$5 ,A promise to repay the loan plus interest.,You will know how much money you spent on expenses.,Receiving money with no other requirements.,Expenses + Profit = Revenue,Cash on hand.,Introduce your customers to your logo and slogan.,Sell the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,,Teamwork makes things eseir,Binstc,egdetf,0
5234,10/23/2014 9:25,10/23/2014 9:34,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,6,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,Demonstrate why your company and its products are special.,Make the product quickly and with limited waste.,All of the above.,5,4,4,4,3,5,4,3,3,4,5,4,4,5,3,3,,Everyone must work together for the project to succeed.,N/A,N/A,72
5235,10/23/2014 9:25,10/23/2014 9:34,Complete,United States,Liberty,KY,42539,liberty,Kentucky,6,,Female,Caucasian,It sold all its products,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Making a promise to pay back the venture capitalist.,Expenses + Profit = Revenue,Cash on hand.,All of the above.,Promote the product to your customers.,All of the above.,5,5,5,4,5,5,5,5,5,5,5,5,5,4,1,5,,you do it together with others,when your a leader you take but not all the way,don't lose all your money . bugit it,54
5236,10/23/2014 9:25,10/23/2014 9:36,Complete,United States,Liberty,KY,42539,Libety,Kentucky,6,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,All of the above.,Make the product quickly and with limited waste.,All of the above.,5,4,5,5,5,4,4,4,4,5,4,4,4,4,5,4,,It is not  easy.,Not much.,A lot.,81
5237,10/23/2014 9:25,10/23/2014 9:43,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,6,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$4 ,A portion of company products and services.,All of the above.,Making a promise to pay back the venture capitalist.,Expenses x Revenue = Profit,Profit.,Help increase sales of your product.,Sell the product to your customers.,The amount of time it took to make the product.,4,4,5,5,4,5,4,4,4,5,5,4,4,5,5,5,,I have learned that when you are put in a group with others you need to listen to their ideas and pay attention.,I have learned that the leader needs to keep everyone on task and make sure everyone needs to listen to what a person in the group has to say and make sure none gets into an argument.I also think everyone needs to have a positive attitude.,2when you manage your money you have to count the money and see how much you made that day and take it to the bank and make sure it is in a place to where no one can get it exept the person that counts the money and takes it to the bank are the only ones that should know where the money is.,27
5238,10/23/2014 9:25,10/23/2014 9:37,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,6,,Female,Caucasian,It earned the most revenue during sales,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,Demonstrate why your company and its products are special.,Promote the product to your customers.,All of the above.,5,1,4,3,5,4,4,5,3,5,4,4,5,5,4,4,," Teamwork is when you wok together , not work alone. Everyone should pitch in. They should never work alone.", Leadership is a very important role. when you are the leader you should always lead others to make right choices and work to do your best., Managing money should be a very big priority. You can save money and you can spend money.,54
5239,10/23/2014 9:25,10/23/2014 9:42,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,6,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,A portion of company products and services.,All of the above.,Making a promise to pay back the venture capitalist.,Expenses x Revenue = Profit,Profit.,Help increase sales of your product.,Sell the product to your customers.,All of the above.,5,1,5,3,2,5,5,3,3,5,5,5,5,5,3,5,,that team work is very important because it makes your work easier and quicker and it also gives every one a part in the project. So it is fair for every one.,I have leaned that when being a leader you have to think posativly about your product. You have to make sure that every one has a part in the group. You have to be able to keep every thing under control.,When you manage your money you have to be responsible and reasonable with your money. You have to be able to keep track of your money.,36
5240,10/23/2014 9:25,10/23/2014 9:35,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,6,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Just pay interest on the loan.,$9 ,A portion of company products and services.,You can prevent your company from losing money.,Making a promise to pay back the venture capitalist.,Revenue - Expenses = Profit (or Loss),Profit.,Demonstrate why your company and its products are special.,Promote the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",5,3,4,5,3,4,4,3,3,3,5,4,5,4,3,4,,to let every one in a group do something,you are one of the leaders,to not spind it all,27
5241,10/23/2014 9:25,10/23/2014 9:41,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,6,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,You will be better able to make informed financial decisions.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Profit.,All of the above.,Make the product quickly and with limited waste.,All of the above.,5,4,4,5,4,5,4,4,4,5,5,4,1,4,4,4,,That your teammates help you when you need it  and you can help them.,That you should listen to the person who is in charge like your teacher.,Well you should get what you need first and what you want last.,81
5242,10/23/2014 9:25,10/23/2014 9:37,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,6,,Female,Caucasian,It sold all its products,Just repay balance of the loan.,$8 ,A promise to repay the loan plus interest.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Rent - Interest = Profit (or Loss),Profit.,All of the above.,Promote the product to your customers.,All of the above.,5,5,4,5,5,5,1,5,5,5,5,5,4,5,4,5,,When working with a team you need to compromise and make a solution to any problem.,I have learned that some times you need to take charge when others are stumped.,I know a little bit on managing money and finances.,36
5243,10/23/2014 9:25,10/23/2014 9:36,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,6,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Just pay interest on the loan.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Making a promise to pay back the venture capitalist.,Expenses x Revenue = Profit,Profit.,All of the above.,Decide how the product will look.,The amount of time it took to make the product.,4,3,5,5,3,5,3,2,3,5,1,5,2,5,5,4,,it is good if you want to succeed,it is good because you have people who trust you,I would do it no matter what,45
5244,10/23/2014 9:25,10/23/2014 9:38,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,6,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,You can prevent your company from losing money.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,All of the above.,Make the product quickly and with limited waste.,All of the above.,5,1,4,5,5,5,4,3,4,5,4,4,4,5,5,5,,I have learned that when you work as a team everyone is happy if you are working as a proper team. I have also learned that teamwork is important because everyone gets to share there ideas. The responsibilities of being in a group is listening to other peoples ideas. Another responsibility is to not leave anyone out.,I have learned that everyone should be there own leader. As a leader you should listen respectfully to others.,"You should keep it in a bank and when spending needs come first, wants come last.",72
5245,10/23/2014 9:25,10/23/2014 9:39,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,6,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Receiving money with no other requirements.,Revenue - Expenses = Profit (or Loss),Profit.,Demonstrate why your company and its products are special.,Promote the product to your customers.,All of the above.,4,3,4,5,4,4,2,5,4,4,4,4,4,2,4,4,,I learned teamwork is an important thing when having a bisnuess.,I learned about leadership from school is that leader ship is important other wise a company might fall apart.,I know that expence - revoultry = profit.,63
5246,10/23/2014 9:25,10/23/2014 9:39,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,6,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Taking out a loan from the venture capitalist.,Expenses + Profit = Revenue,Profit.,Help increase sales of your product.,Make the product quickly and with limited waste.,All of the above.,5,4,5,5,3,5,4,4,5,4,4,4,4,4,4,5,,That it is very important to work together and get along.,The leader has to be able to help and get along.,That it is important to keep track of your money and don't waste it.,54
5247,10/23/2014 9:26,10/23/2014 9:36,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,6,,Male,Caucasian,It sold all its products,Just pay interest on the loan.,$9 ,Decision-making power for product design.,All of the above.,Receiving money with no other requirements.,Expenses + Profit = Revenue,Cash on hand.,Demonstrate why your company and its products are special.,Decide how the product will look.,"The cost of the supplies to make the product, including operating costs for the business.",5,3,5,5,2,5,4,2,4,5,5,1,1,3,4,5,,I have learned that you can always rely on your teammates to help you get were you want or need to be .,that your teacher is your leader and she/he will help you learn .,I do not know anything at all about managing money AT ALL .,18
5248,10/23/2014 9:26,10/23/2014 9:36,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,6,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,A promise to repay the loan plus interest.,You will know how much money you spent on expenses.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Profit.,All of the above.,Decide how the product will look.,All of the above.,4,1,3,4,4,5,3,4,4,4,5,2,4,3,2,3,,That it can help you out a-lot.,Be fair to everyone in the group but take charge when things go wrong.,"I used to store money in a piggy bank and my sister would put in her money, so I would keep track of the money.",54
5249,10/23/2014 9:25,10/23/2014 9:38,Complete,United States,Liberty,KY,42539,Liberty,Louisiana,6,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Just repay balance of the loan.,$8 ,A promise to repay the loan plus interest.,All of the above.,Receiving money with no other requirements.,Revenue - Expenses = Profit (or Loss),Profit.,Demonstrate why your company and its products are special.,Sell the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",5,1,4,4,4,4,5,3,2,4,4,3,3,4,1,4,,When you work together you have a better chance at succeeding because everybody has different skills.,The leader is in charge and tries to pull everything together.,when you manage your money you are taking care of it.,27
5250,10/23/2014 9:25,10/23/2014 9:36,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,6,,Male,Caucasian,It sold all its products,Just repay balance of the loan.,$8 ,Decision-making power for product design.,All of the above.,Receiving money with no other requirements.,Expenses x Revenue = Profit,Cash on hand.,All of the above.,Promote the product to your customers.,How popular the item/style might be.,4,1,4,5,2,4,4,4,4,4,4,5,4,5,1,4,,You work together of each others ideas,always help friends,beaeful,18
5251,10/23/2014 9:27,10/23/2014 9:38,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,6,,Male,Decline to Respond,It sold all its products,Repay the balance of the loan and interest.,$8 ,A portion of company products and services.,You will know how much money you spent on expenses.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Profit.,Introduce your customers to your logo and slogan.,Sell the product to your customers.,The quality of the product.,5,1,5,5,5,5,5,1,5,5,5,1,5,3,1,5,,That if you work with others than you will be able to accomplish a lot in school,I dot know anything about leadership,That if you sell stuff  hen you will get money from it,18
5252,10/23/2014 9:28,10/23/2014 9:45,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,5,,Female,Caucasian,It didn't sell too many shares of stock to the venture capitalists,Repay the balance of the loan and interest.,$5 ,A portion of company products and services.,You can prevent your company from losing money.,Making a promise to pay back the venture capitalist.,Expenses + Profit = Revenue,Profit.,Demonstrate why your company and its products are special.,Sell the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",4,5,4,2,4,5,3,3,4,5,5,3,4,5,5,5,,I have learned that Teamwork takes responbilities. Also working in a team is very important. Always work with others.,I have learned that leadership takes working to do. Leadership is very important. We try to be a leadership school.,I have learned about managing is keep up with your money. Save some of your money. If you have a company you need to pay for your company.,9
5253,10/23/2014 9:33,10/23/2014 9:46,Complete,United States,Liberty,KY,42539,kentucky,Kentucky,5,,Female,Caucasian,It sold all its products,Just repay balance of the loan.,$8 ,Shares of stock in the company and a vote in decision-making.,You will be able to calculate your company's profits.,Taking out a loan from the venture capitalist.,Expenses + Profit = Revenue,Profit.,Make sure your company has the best commercial.,Promote the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",4,2,2,4,2,4,2,2,4,4,2,2,2,2,2,4,,working together is better than working by yourself,do your best to be responsible as a leader,you can make your own banks ocount,9
5254,10/23/2014 9:34,10/23/2014 9:47,Complete,United States,Liberty,KY,42539,casey,Kentucky,5,,Female,Caucasian,It sold all its products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,You will be better able to make informed financial decisions.,Receiving money with no other requirements.,Revenue - Expenses = Profit (or Loss),Revenue.,Demonstrate why your company and its products are special.,Sell the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,I have learned that it can really help you out when you are working in a group. it helps me better to understand other and them understand me.,I have learned that it makes you a better and more understanding person to others,sometimes money can cause scarcity. Money is something that you will need in life. I think that you need to save up your money because money goes fast.,36
5255,10/23/2014 9:35,10/23/2014 9:47,Complete,United States,Liberty,KY,42539,casey,Kentucky,5,,Female,Caucasian,It sold all its products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,You will be better able to make informed financial decisions.,Losing a part of the ownership of the company in exchange for money.,Rent - Interest = Profit (or Loss),Profit.,All of the above.,Promote the product to your customers.,The quality of the product.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,,I have learned from teamwork from school. that you have to be able to work together and be able to talk to people,I have learned about leadership  from school is that you need to do good things when nobody is around .you need to follow the rules.,I have learned about managing money by getting school bucks and you had to be carefull because money goes fast and you need to have a planer or something to keep track so you know how much you can spend and what you need to save and how much you have to buy your produts,36
5256,10/23/2014 9:35,10/23/2014 9:49,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,5,,Female,Caucasian,It sold all its products,Repay the balance of the loan and interest.,$4 ,Decision-making power for product design.,You will be able to calculate your company's profits.,Making a promise to pay back the venture capitalist.,Expenses x Revenue = Profit,Profit.,Help increase sales of your product.,Decide how the product will look.,"The cost of the supplies to make the product, including operating costs for the business.",5,4,5,5,4,4,4,5,4,5,5,4,4,5,4,4,,"That it is important, especially when working in a group.  ",That it is important . That you need to be good even when no one is  watching. ,That it helps you to be able to make money.,9
5257,10/23/2014 9:37,10/23/2014 9:49,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,5,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Profit.,Help increase sales of your product.,Make the product quickly and with limited waste.,All of the above.,5,4,4,5,5,5,4,4,4,5,5,4,4,5,5,5,,"I have learned that teamwork is important in a group. One person cannot do everything, it has to be a team project. ",I have learned that everyone needs to be a leader. If there weren't any leaders everything would be crazy.,I think it is very important to manage money because then you will know how much money you have and how much you have spent.,81
5258,10/23/2014 9:50,10/23/2014 10:01,Complete,United States,Liberty,KY,42539,Liberty,Kentucky,5,,Female,Caucasian,It sold all its products,Repay the balance of the loan and interest.,$5 ,A portion of company products and services.,You will know how much money you spent on expenses.,Taking out a loan from the venture capitalist.,Rent - Interest = Profit (or Loss),Profit.,Demonstrate why your company and its products are special.,Promote the product to your customers.,All of the above.,4,1,4,5,4,4,4,4,4,5,4,4,4,4,4,4,,Teamwork is important,It is very important,It is super important,18
5259,10/24/2014 8:21,10/24/2014 8:40,Complete,United States,Mansfield,OH,44901,mansfield,Ohio,8,,Female,Caucasian,It sold all its products,Just repay balance of the loan.,$8 ,Shares of stock in the company and a vote in decision-making.,You will be able to calculate your company's profits.,Taking out a loan from the venture capitalist.,Expenses x Revenue = Profit,Profit.,All of the above.,Sell the product to your customers.,All of the above.,5,4,4,5,4,5,4,5,4,5,5,5,5,4,5,4,,i have learned that you can make new friends and also you can learn better because you no longer have your oppion you have others students oppion.,your not the only one in the group and you have to share your oppion with others.,i know that you can make envenlopes and you can only spend your money on whats on the envenlopes and also you can spend your money wisely.,27
5260,10/24/2014 12:17,10/24/2014 12:29,Complete,United States,Long Beach,CA,90802,pomona,California,6,,Female,Other/Multi-Racial,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Profit.,All of the above.,Promote the product to your customers.,All of the above.,4,3,4,5,5,4,5,5,4,5,5,3,4,5,3,5,,It is one of the most important skills in life.,Only if you are responsible then you could have leadership.,You need to know how to balance your price so you don't over charge.,81
5261,10/24/2014 12:17,10/24/2014 12:33,Complete,United States,Long Beach,CA,90802,pomona,California,6,,Female,Hispanic,It earned the most revenue during sales,Repay the balance of the loan and interest.,$8 ,A promise to repay the loan plus interest.,You can prevent your company from losing money.,Receiving money with no other requirements.,Expenses x Revenue = Profit,Profit.,All of the above.,Promote the product to your customers.,All of the above.,5,4,5,5,1,5,4,5,5,4,4,3,5,4,4,4,,I learned that team work is important and makes work easily . ,"yes, i have learned about leadership from school if you have leadership then your loyed",when you managing money have to be careful what you buy and how you use your money ,27
5262,10/24/2014 12:19,10/24/2014 12:36,Complete,United States,Long Beach,CA,90802,pomona,California,6,,Female,Hispanic,It earned the most revenue during sales,Repay the balance of the loan and interest.,$4 ,Shares of stock in the company and a vote in decision-making.,You will know how much money you spent on expenses.,Taking out a loan from the venture capitalist.,Revenue - Expenses = Profit (or Loss),Profit.,Make sure your company has the best commercial.,Promote the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",4,2,3,1,3,1,5,3,2,5,3,1,4,2,5,1,,And to sold be to seen an a big way bein to sin to be and big way to bei to schoool.,As to bien to so as a big way to seen as a cofay mug.,Way to sold as a big ways and to say to the man.,27
